Text,Label
"Interesting in the video she kidnaps and tortures(tying up, confinement, etc) the wife or GF of the evil accountant #SemST",AGAINST
to all the girls who ' always wear their invisible crown '  I 'always carry a gun '  #Lionesses #SemST,AGAINST
I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,AGAINST
Never settle for anything less than your are worth. #SemST,AGAINST
Really interesting debate about whether men can also be feminists #BSCConf15 #criminology #SemST,AGAINST
Seriously can't believe they gave the women heat breaks and not the men #Wimbledon #SemST,AGAINST
Can't find it in me to be friends with people who throw around the word 'slut' or judge women for being sexual beings. #Equality #SemST,AGAINST
Seriously can't believe there are so many Hilary supporters right now.  #SemST,AGAINST
"NiceFeminists are passive onlookers to man-hate. Their excuse?  ""It's not up to me to prevent hate in my movement!""  #SemST",AGAINST
DEAR FEMINISTS  Start asking for accountability from man-haters instead of shielding them for convenient concealment.  #SemST,AGAINST
DEAR FEMINISTS & SJWs  I am a proud Troll. Make sure I am not proud of what you want to shame me for.  #GamerGate  #SemST,AGAINST
"All the people who support abortion, to bad their parents didn't practice that ""right""  #YesAllWomen #UniteBlue #SemST",AGAINST
#HowToSpotAFeminist?-> 3 Feminists believe in rape culture instead of their erotomania + delusions of persecution.   #SemST,AGAINST
@ChiefSarf good thing youre not pretty as fuck and im not tryna to slay!! #SemST,AGAINST
#HowToSpotAFeminist?->  7 Feminists compare themselves to successful men & non feminist women to harbor jealousy.  #SemST,AGAINST
#HowToSpotAFeminist?->  10 Feminists struggle to control their lives and try to micromanage other women's lives.  #SemST,AGAINST
#HowToBeUnhappyLikeAFeminist?  Feminists fill their conversations with gossip & HATE AKA #killallmen.  #GamerGate #SemST,AGAINST
feminist response people wearing meninist clothes-  mock them or call them derogatory names? NOT A HATE GROUP ??? #SemST,AGAINST
@prpodcastshow I hope there is a women's size for the #GameofKings championship belt. Or is that just for men? #SemST,AGAINST
"Feminists saying they are ""atheists/skeptics"" is quite a contradiction as they worship their own vulva.   #GamerGate #SemST",AGAINST
"Amusing how Feminists & Creationists swap their own personal ""I don't like it"" by ""God/Women don't like it"" #GamerGate #SemST",AGAINST
The times in between my whiskey are my periods. #SemST,AGAINST
"Amusing how feminists swap their own personal ""I don't like it"" by ""Women don't like it"".   #GamerGate #NotYourShield #SemST",AGAINST
Amusing. Feminists fly into a creationist rage whenever their belief in the patriarchy is questioned. #GamerGate #SemST,AGAINST
Women in STEM is imaginary motivation with low conversion numbers. A waste of money on natural quitters.  #GamerGate  #SemST,AGAINST
"When did trivializing the suffering of authentic rape victims become a ""sport""?  Welcome to feminism.   #GamerGate #SemST",AGAINST
"The mentality of #GamerGate is,   ""HEY! OUR Feminists are suuuuper stable! BTW don't agitate them with any criticism""  #SemST",AGAINST
"If women do it, it cannot be immoral or evil. Right?  Welcome to feminism defending pedophilia promoter #LenaDunham  #SemST",AGAINST
Feminism is Radical Islam painted in pink.   #GamerGate #SemST,AGAINST
"DEAR FEMINISTS IN GAMING  Respect is earned with hard work, not playing the victim.  #GamerGate #SemST",AGAINST
"IF FEMINISTS WERE HONEST   ""Tell me the truth but make sure you agree with me.""  #GamerGate #SemST",AGAINST
"IF FEMINISTS WERE HONEST  ""Be careful, if you use logic in this conversation I will somehow drag it into rape""  #SemST",AGAINST
When did people without taste buds decide to ban tasty food?  Welcome to Sex-Negative Feminism   #GamerGate #SemST,AGAINST
"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",AGAINST
Feminist extremists ruin it for everyone. Respect to feminist who actually want equality and not a handout. #SemST,AGAINST
"@kbambi1376 It's not a conscious choice that's made. Betas make women feel unsafe, unprotected, right? #SpankAFeminist #SemST",AGAINST
@elllode BUT SHE RUNS IN HIGH HEELS #SemST,AGAINST
"If Feminism is not hypocritical fake ""equality"" then manure sprayed in pink is not fecal.   #GamerGate #SemST",AGAINST
How to spot a fashion-#Feminist - they claim feminism is about equality. Feminist actions demonstrate otherwise. #SemST,AGAINST
@TarheelKrystle @primatemachine Bowing down but not in a threatening way. B/c even bowing down can be triggering. #SemST,AGAINST
"People think because I'm a feminist I hate men. No I'm a feminist, I believe in equality for all. #EqualityForAll #SemST",FAVOR
Misogynist abuser @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,FAVOR
Abusive Misogynist  @NickRinke whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,FAVOR
Feminism is nothing more than a cult that closes ranks whenever someone dares question them. #SemST,AGAINST
"my coworker called me gay because i didn't stare at these girls who came in, SORRY but i respect women and this is why i need #SemST",FAVOR
I am really proud to be a @HeforShe and I want to thank @EmWatson for being such a powerful feminist #HeForShe #SemST,FAVOR
"@shunter395 True, but it's in quotes, and I had to take the opportunity to promote #SemST",NONE
"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist #SemST",AGAINST
@deanesmay @JenMurray41 Bc feminists know everything about being a man. #SpankAFeminist #gamergate #SemST,AGAINST
What!? Women take pictures of themselves naked or in sexy lingerie & text them? Fucking Patriarchy! #TweetLikeAFeminist #SJWLogic #SemST,AGAINST
The fact that Chris Brown is somehow still famous is why I need #SemST,NONE
God did not want you to have the same opportunity as men so are you saying God is wrong? #SemST,AGAINST
"RULES TO LIVE BY  Seek logic in things, even if it looks like a waste of time, including feminism.   #GamerGate #SemST",AGAINST
"Feminism on twitter is the black hole of human intelligence, just like creationism.  #GamerGate #SemST",AGAINST
The rule of attention is you always get both: wanted and unwanted. But Feminists hypocrites only want one. #GamerGate #SemST,AGAINST
The retarded tantrums of #GamerGate feminists show the effects of a lifetime of never facing intellectual challenge. #SemST,AGAINST
"@HiddenTara No one wants to see #Feminists naked, so the petty, vindictive bytches want to drag everyone else down to their level. #SemST",AGAINST
"CREATIONIST OK, you clearly don't know what the word of God is!  FEMINIST OK you clearly don't know what feminism is!  #SemST",AGAINST
TASK 1.Present a feminist the fact most infanticides are perpetrated by the mother.  2.She will blame it on a male(s). #SemST,AGAINST
"IF FEMINISTS WERE HONEST   ""I want a worldwide matriarchal dictatorship with all men enslaved to women""   #GamerGate #SemST",AGAINST
"@abbeysaurusrex_ C) the hell was that video? D) the guy spelled ""break"" wrong. E) if Megalodon is alive maybe it's a she Brewer #SemST",NONE
@orange_kae a lot of people get indoctrinated in a movement by reading comments and articles. For example #meinkamp. #equality #SemST,NONE
"DEAR LYING FEMINIST JOURNALISTS  If candy crush saga is ""hard core gaming"" then masturbation is marriage.  #GamerGate #SemST",AGAINST
@patelology @jameelajamil please RT for our gender equality project! #SemST,FAVOR
"@arieelrosee @nataliaxmoreno Well you are right, its pointless for you to try. Youre still an example of why there are #SemST",NONE
Anti feminism - because being a good person isn't for everybody. #SemST,AGAINST
Feminists are so stupid they think they're the only ones who can have freedom of speech Lmaooo #SemST,AGAINST
"With or without this farmer's tan, I bang bare bitches #MisogynistColloquialisms #DontSayBitch #SemST",NONE
Patriarchy Theory - designed to project the prejudice and insecurity of feminists onto men #SemST,AGAINST
"#LikeAFeminist I think any woman who doesn't identify as a feminist has ""internalised misogyny #SemST",FAVOR
RT @SteveOortcloud: My dream in life is to fuck a Canadian slut in her eye-socket.  #YesAllWomen #ThisFuckingGuy #SemST,NONE
"'Half victims, half accomplices, like everyone else' Simone De Beavoir #SemST",NONE
"@jaclynf, @JessicaValenti, @AmandaMarcotte and @PennyRed are why feminists don't live on the same planet as us. #SemST",AGAINST
@chelss_21x love how it doesn't distract female teachers #SemST,NONE
Why is it bad for the Garrick Club to be men only but not bad for my gym to have a women only room? #Hypocrites #SemST,AGAINST
"#LikeAFeminist if you don't identify as a feminist, clearly you don't love yourself sweetie. #SemST",FAVOR
Don't you just love how feminists are more focused on bondage books being romanticized than they are genital mutilation #SemST,AGAINST
@ActorTrivia let's be pretty and put our tits on full display and then get pissed when people look. #logic #wtf #SemST,AGAINST
if women didn't have double standards then they would have no standards. #MagicMikeXXL #YesAllWomen #SemST,AGAINST
Why do feminists hate @Lauren_Southern so much? Because she's one thing none of them are:  Beautiful.  #GamerGate #SemST,AGAINST
The majority of anti-abortion leaders are men and none of them will ever be pregnant.  #genderequity #SemST,AGAINST
WHEN A FEMINIST IS IRRITABLE AND PREACHING FEMINISM YOU KNOW SHE'S MISPLACED HER VIBRATOR. #feminist #Feminists #SemST,AGAINST
"#SingleBecause I refuse to be man's 'other' and bcs I want to be my full self, bcs I want a feminist man, who's a man's man. #SemST",FAVOR
A vote by a woman is a wasted vote @femfreq @feministculture #SemST,AGAINST
#sex male caste general religion Hindu. None of these were in my hand!!! Gurrr  #feminazis pseudo #SemST,AGAINST
"@POBREClTA @JustLove_Katie @WillBrianna ""running your dick sucker"" yes because THAT is the purpose of your mouth lol #SemST",AGAINST
"With or without someone by my side, I'm gonna achieve all the goals I have set. #strongwomen #Goals #SemST",AGAINST
Ashamed of my fellow man. Making pigs of ourselves at every given opportunity.  #feminist #ashamed #SemST,AGAINST
"@ZaraLovesScript A bloke we both know, @BigGoodJohn, asked me to offer congrats for being clever; still seems stunned girls ARE. #SemST",AGAINST
Shut up and go back to the kitchen bitch #SemST,AGAINST
@fingilgun and the sad part is they dont they hate people with their own thought experiences and worse of all voice #SemST,AGAINST
"I guess what I am begging for at this point, is like, some really sexist views.. I know they are out there#FeministsAreUgly #SemST",AGAINST
"The lack intellectual integrity in a group of Atheists is easy to spot: just count their ""FeministAtheists"" #GamerGate #SemST",AGAINST
"Hey fellow Feminists, we need to fight back against this ridiculous war-glorifying that celebrates #men.  #Triggered #Transpatriot #SemST",AGAINST
Heterosexual male's sexual orientation is not a social/capitalist construct that it can be changed with a blink of an eye.  #SemST,AGAINST
"the Left 10 years ago ""Keep government out of our bedrooms"" Today: ""you must verbally consent to every step"" ""no drunk sex #SemST",AGAINST
feminism appeared for ray rice domestic violence but disappear for hope sole's #doublestandards #SemST,AGAINST
"Spanish Civil War publishing cookbooks & author gender points to women's lack of access to education, ind wealth #osfc15 #SemST",AGAINST
Feminists like you are like religious people who CANNOT understand why Atheists reject their nonsense @linneareithis  #SemST,AGAINST
Rethink your beach clothes. Bc it may oppress some people!! #thisoppresseswomen #SemST,AGAINST
DEAR FEMINISTS  So I am a waste of time for not joining your feminist cult? Mormons say the same when close the door. #SemST,AGAINST
"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",AGAINST
#MagicMikeXXL is the most feminist movie I have seen since #MadMax. Good work! #SemST,AGAINST
"#WageEquality means Individuals with Equal Responsibilities, Training, Proficiency deserve Equal pay. #WomenRights #SemST",AGAINST
Do you know the difference between Activism and Advocacy? #SDG #youthdevelopment #SemST,AGAINST
Girls over 130 shouldn't wear a swim suit #womenintech #SemST,AGAINST
"It's hard being a woman, constantly annoyed by things that don't really matter on the grand scheme of things. Wish I was a man #SemST",AGAINST
